competency_id,competency_name,competency_type,description
CAP079,Ownership,Talent,"Maintains a focus on ownership for tasks and responsibilities, including a commitment to follow through and staying focused on tasks, and delivering to promise."
CAP080,Passion,Talent,"Displays a strong commitment towards the organization and the achievement of its goals. Shows high spirits in just about any situation and demonstrates enthusiasm in challenging situation. Expresses a ""can-do"" attitude."
CAP086,Proactive,Talent,Anticipates and acts on opportunities to add extra value or resolve issues. Is solution orientated.
CAP081,Socially Savvy,Talent,"Understands both formal and informal social expectations. Is friendly, approachable, and able to read individual and social situations well, to ensure good interpersonal relationships are maintained."
CAP082,Performance Measurement,Talent,"Measures the success of an implemented strategy, activity, or plan against agreed-upon standards or key performance indicators (KPI's) to determine its impact on organizational profitability."
CAP111,Teamwork,Talent,"Engages in behaviors that serve the well-being of a group or organization. Works well with others, including the ability to perform well in groups. Actively cooperates with others and is reliable and dependable."
CAP083,Persistence and Tenacity,Talent,Sets specific goals and works hard to achieve these goals. Continues to try if not successful the first time and endeavours to overcome all adversities in the attainment of goals.
CAP084,Planning and Organizing,Talent,Sets clearly deﬁned objectives for themself and/or the team or function. Identiﬁes and organizes deployment of resources based on assessed need and considers possible changing circumstances. Monitors team's performance in meeting the assigned deadlines and milestones.
CAP117,Vendor Management,Talent,Manages third-party vendors or suppliers to achieve service level agreements (SLAs) and business objectives within budget.
CAP087,Process Improvement,Talent,Develops and implements improved processes and procedures to increase efficiencies or to meet business requirements.
CAP088,Process Oriented,Talent,Adheres to set processes and procedures to ensure the effective delivery of outputs.
CAP089,Program Management,Talent,Oversees various projects and project managers. Serves as strategic visionary. Sets direction and objectives for all projects under their management. Manages the relationships with key stakeholders involved in these various projects.
CAP090,Project Administration,Talent,"Supports the Project Manager with administrative tasks. Assists with scheduling meetings, following up on actions assigned, information gathering, and preparing reports."
CAP091,Project Management,Talent,"Manages projects from end to end including scoping, resource allocation and management, project planning, task assignment and tracking against project plan, assessing risks as well as project reporting. Ensures projects are delivered on time and under budget."
CAP092,Team Well-Being,Talent,"Creates a team culture where employees feel comfortable and safe about sharing ideas, trying new things, speaking up, and admitting mistakes. Encourages interpersonal trust and mutual respect among employees and the organization."
CAP094,Representing,Talent,"Promotes a positive image of the organization to others. Represents the organization or team to others, internally, and/or externally."
CAP095,Researching,Talent,Reviews and studies relevant information from various sources to develop new information. Identifies primary and secondary authorities to confirm.
CAP096,Risk Management,Talent,"Identifies, forecasts, and evaluates risks and navigates a way to avoid or limit their impact."
CAP098,Safety Focus,Talent,Protects others' well-being and ensures compliance with safe operating procedures. Attends to precautions and proper procedures to guard against work-related accidents and injuries.
CAP099,Self-Awareness,Talent,Awareness of own strengths and weaknesses or development needs as well as the impact of own behavior on others. Adjusts behavior to be more successful.
CAP100,Self-Development,Talent,Shows a commitment to ongoing learning and development that is individually owned. Acquires new knowledge and skills to remain current with and/or grow beyond job requirements.
CAP101,Servant Leadership,Talent,"Leads by serving others and putting the interests and needs of followers ahead of one's own self-interest and needs. Values the development of followers, building communities, being authentic, and sharing power."
CAP102,Service Excellence,Talent,Delivers a superior internal or external customer experience. Handles customer inquiries promptly and provides sound recommendations and solutions to ensure customer satisfaction.
